group,names,scores,logfoldchanges,pvals,pvals_adj
13,Xelaev18022839m.g,28.740822,5.6806173,1.1796071119126606e-181,3.11773734245522e-179
13,cpeb2.like.L,28.703043,3.93406,3.4957874880008343e-181,9.147077541102982e-179
13,ywhae.L,28.699074,2.0741322,3.9182276811713697e-181,1.0150925297577235e-178
14,Xelaev18047460m.g,33.247696,6.2495766,2.2039045528216046e-242,5.766736652913011e-238
14,Xelaev18045082m.g,33.046547,6.720504,1.7438977013068637e-239,2.28154136261977e-235
14,Xelaev18047452m.g,32.95347,6.7941732,3.7733597038742243e-238,3.2911243337190987e-234
14,Xelaev18047453m.g,32.94076,6.8371053,5.737048723521247e-238,3.7528904224914236e-234
14,Xelaev18045083m.g,32.645805,5.623941,9.190119403785456e-234,4.809373286389005e-230
14,Xelaev18045095m.g,31.898104,5.3774867,2.836746957987903e-223,1.2371053483785245e-219
14,Xelaev18045084m.g,31.396416,5.3764067,2.2645961318171622e-216,8.465060340732553e-213
14,urod.L,31.27337,3.2279968,1.0744260179974634e-214,3.514178898365204e-211
14,Xelaev18045096m.g,31.053381,5.385853,1.0270567038159769e-211,2.98599619022765e-208
14,tmem14c.L,29.643026,2.1524239,4.1714443135185273e-193,1.0915001190752578e-189
14,loc548390.like.S,27.714079,3.1743412,4.7244763512607927e-169,9.509280631314608e-166
14,alad.L,27.372423,2.9143791,5.842309316982726e-165,1.0919276113440715e-161
14,Xelaev18047462m.g,26.972153,4.241223,3.136526724817727e-160,5.471357218772043e-157
14,loc100498230.L,26.742153,2.838999,1.5235509055728985e-157,2.491577062201279e-154
14,uros.S,26.566076,3.2651057,1.6747588493980073e-155,2.5777494149028384e-152
14,sptb.L,26.024887,2.5393624,2.5895032147525854e-149,3.764274506512008e-146
14,Xelaev18047464m.g,26.01163,4.5954533,3.6580261025431987e-149,5.037679526270808e-146
14,slc4a1.L,24.924488,2.6608105,4.038419559879097e-137,5.031870771609355e-134
14,Xelaev18036120m.g,24.79684,2.1796074,9.696792024849307e-136,1.1533011823736681e-132
14,hbg2.L,24.304472,3.769397,1.7581553007071216e-130,1.9168288165959395e-127
14,loc101730908.S,24.213598,2.8517728,1.5998699796927214e-129,1.6744879155455897e-126
14,slc39a8.S,24.190971,2.6318524,2.7689318340306012e-129,2.7866103988171045e-126
14,Xelaev18047455m.g,24.161583,4.188318,5.6416879213098263e-129,5.4674224499627e-126
14,urod.S,24.056732,2.2259212,7.097731447069949e-128,6.632830037286867e-125
14,loc100498230.S,23.065327,2.1988857,1.0323271504094407e-117,8.18541582351922e-115
14,hbd.L,22.664219,4.173675,1.0102456174823303e-113,7.774731419718426e-111
14,loc100486734.like.L,21.889626,2.4369276,3.2618801815024e-106,2.3067664007889674e-103
14,tspo.L,21.829576,1.7069952,1.2154239156704606e-105,8.369153204587704e-103
14,Xelaev18045098m.g,21.621504,4.302437,1.127443677560671e-103,7.37517281676313e-101
14,kiaa0101.L,21.425997,2.15784,7.648180307433682e-102,4.881031364007555e-99
14,Xelaev18036119m.g,21.325583,1.9099503,6.573066303174336e-101,4.0950203068776115e-98
14,Xelaev18015173m.g,21.158777,2.2145627,2.2908774664914774e-99,1.3940255764701394e-96
14,prdx2.L,21.040281,2.9967053,2.8070719583617994e-98,1.669314655965792e-95
14,blvrb.L,20.88079,1.9714602,8.005460108334568e-97,4.553714547710485e-94
14,blvra.L,20.699959,2.6944408,3.4666267508317964e-95,1.8511786849441794e-92
14,nop10.S,20.605387,1.4925507,2.4555110093811805e-94,1.2850180214293593e-91
14,alad.S,20.406301,2.1764328,1.4699820066402679e-92,7.122879478842453e-90
14,Xelaev18020619m.g,20.36942,1.9705912,3.123635850559853e-92,1.4860555575590746e-89
14,Xelaev18023103m.g,20.082466,2.266061,1.0504955713398848e-89,4.739183986151625e-87
14,Xelaev18018228m.g,19.88221,1.9596645,5.802083306986692e-88,2.5302885301768962e-85
14,fam132b.L,19.513142,1.8234762,8.490114896932326e-85,3.5831023611795366e-82
14,aars.L,19.227936,1.7844061,2.160581281541348e-82,8.565722698910743e-80
14,slc4a1.S,19.215256,2.2309523,2.758689671026293e-82,1.0773712527175222e-79
14,steap3.L,19.151108,1.8534027,9.474891036785674e-82,3.593043461862811e-79
14,impdh1.S,19.110699,2.1574214,2.056964763468223e-81,7.688934285844218e-79
14,fen1.L,18.968496,1.9622072,3.1066643707021373e-80,1.1135476701889332e-77
14,slc25a37.L,18.938803,2.615818,5.4625389311718125e-80,1.931524238824887e-77
14,dck.2.L,18.874401,2.055538,1.8521442183112286e-79,6.4617607488442145e-77
14,slc29a1.L,18.844833,3.1819096,3.2398258187807e-79,1.1154379259765237e-76
14,prdx3.S,18.458834,1.4467075,4.428047187847587e-76,1.4854395220156405e-73
14,mki67.L,18.311375,1.7115531,6.715289802008722e-75,2.1692873204859285e-72
14,nhp2l1.S,18.158686,1.4563955,1.0961819725581823e-73,3.4557466860189637e-71
14,kiaa0101.S,18.015924,1.737331,1.4612125282617006e-72,4.498127884058313e-70
14,rhd.S,18.01148,1.7028098,1.5833454010606559e-72,4.8174204376922235e-70
14,eif5b.L,17.99296,2.398597,2.212166937026198e-72,6.577677281162216e-70
14,Xelaev18047454m.g,17.874243,2.4848135,1.872002488642103e-71,5.503687316607783e-69
14,rrm2.2.S,17.803759,1.844263,6.608200007324782e-71,1.9212240154628915e-68
14,hba1.S,17.775608,2.7403998,1.0920614670609005e-70,3.1059652551212523e-68
14,lmo2.S,17.656485,1.6186259,9.071789401799784e-70,2.4986572788157173e-67
14,glrx5.L,17.511854,1.398969,1.16343161655469e-68,3.171078299871877e-66
14,loc100498168.L,17.227308,2.433525,1.656815679126525e-66,4.335223906002465e-64
14,slc29a2.L,17.214584,1.7342197,2.0642202536272831e-66,5.347761104595197e-64
14,ranbp1.S,17.19063,1.3528855,3.1212003394634944e-66,8.006796870823706e-64
14,pcna.S,17.062557,1.4648591,2.8194033294549923e-65,6.959670520615031e-63
14,glrx5.S,17.058609,1.3344883,3.016481996248084e-65,7.374553477846698e-63
14,anp32e.L,17.045416,1.3376353,3.780481069287276e-65,9.075235565043199e-63
14,bhmt.L,17.02938,2.0362918,4.972824049935668e-65,1.182899219005606e-62
14,Xelaev18035533m.g,16.892733,1.6294473,5.0890410037168734e-64,1.1996382603896911e-61
14,pcna.L,16.882748,1.4034157,6.027288479708201e-64,1.4081252710718285e-61
14,c19orf12.S,16.550695,1.9454458,1.5826630204991078e-61,3.539483811485441e-59
14,gins4.L,16.495451,1.5383406,3.955962705761233e-61,8.698463878903228e-59
14,tspan32.L,16.418476,1.9460632,1.4106318623663197e-60,3.050462257080754e-58
14,MGC75752.L,16.37325,1.3867022,2.969263198970886e-60,6.316564297908309e-58
14,rpa3.S,16.266443,1.810034,1.707971591499644e-59,3.5189594222976127e-57
14,loc100126636.S,16.236946,2.013222,2.763452055329406e-59,5.64910050623041e-57
14,acer2.L,16.206814,2.5071762,4.513747191583989e-59,9.155558838371058e-57
14,alas2.S,16.156088,1.5668176,1.0288634615698923e-58,2.055056590491435e-56
14,loc100487946.L,16.072021,1.8335158,4.007986810951631e-58,7.8263420071164455e-56
14,ckm.L,16.028034,1.0877178,8.141820059397921e-58,1.5550282020015036e-55
14,larp1.L,15.968545,1.380526,2.1166735826661803e-57,4.013397171307484e-55
14,ccna2.S,15.911712,1.8164575,5.255646484202552e-57,9.82280327897457e-55
14,ank1.S,15.857803,1.7336767,1.2416197962992737e-56,2.2561266381921385e-54
14,slc39a8.L,15.800493,1.4991182,3.086897225161134e-56,5.57046570990112e-54
14,Xelaev18025218m.g,15.761133,1.9285051,5.759132168789183e-56,1.032146933757108e-53
14,fbl.S,15.715079,1.3943468,1.192315925447647e-55,2.107982331436698e-53
14,tal1.S,15.710904,2.0438733,1.2735061179611229e-55,2.2364134954745465e-53
14,nop2.L,15.641245,1.4005231,3.8119946526114284e-55,6.6056060980285185e-53
14,nmrk2.L,15.454502,1.5009356,7.03528573850866e-54,1.1876470105407585e-51
14,snu13.L,15.434393,1.0979836,9.610041509387394e-54,1.6118996547091702e-51
14,dmtn.L,15.345426,1.6767148,3.800569545452219e-53,6.215356420393922e-51
14,impdh1.L,15.322597,2.0318909,5.401612817787253e-53,8.724604999396374e-51
14,ccnd2.S,15.181544,1.459737,4.6861761619228086e-52,7.342424278615102e-50
14,rsl1d1.S,15.155022,1.4066747,7.019195403512991e-52,1.086770810226751e-49
14,anp32b.L,15.150732,1.1550894,7.492755156557382e-52,1.1532672436851791e-49
