group,names,scores,logfoldchanges,pvals,pvals_adj
22,lurap1l.L,11.0531845,7.221672,2.115745917263515e-28,6.290978144445129e-26
22,wnt4.L,10.997012,6.6097207,3.9500174054248333e-28,1.161305117194901e-25
22,app.L,10.965501,2.724332,5.598995665953008e-28,1.6278146732814046e-25
22,lyg2.S,10.955909,4.067996,6.225008461761433e-28,1.7899293561587875e-25
22,tpm4.S,10.869652,2.3097024,1.6081318899700648e-27,4.573736851408338e-25
22,hmgn1.L,10.787764,1.5240978,3.932426821601352e-27,1.1064073141292578e-24
22,dynlt1.L,10.780784,1.9114249,4.2425657611900664e-27,1.1809678266733964e-24
22,duoxa1.L,10.7731285,6.1498117,4.61063658054953e-27,1.2699149133332528e-24
22,marveld1.L,10.704754,3.2274415,9.668680407899665e-27,2.6353197036781524e-24
22,Xelaev18002841m.g,10.676592,2.2425494,1.3099256163843232e-26,3.533558111166206e-24
22,ifitm1.S,10.653091,2.426444,1.686684442900396e-26,4.503447462544057e-24
22,ppib.L,10.631158,2.0441828,2.134456525599253e-26,5.641433277659601e-24
22,sft2d2.L,10.629515,2.370678,2.172396405519269e-26,5.6842924346817195e-24
23,arhgdib.L,21.494572,6.1554704,1.7500387148892536e-102,4.579151301379221e-98
23,arhgdib.S,20.291658,5.190111,1.5236582244399186e-91,1.9934020550347457e-87
23,Xelaev18038083m.g,20.02465,1.0682542,3.3585669958495465e-89,2.9293421337799744e-85
23,hmgn2.L,19.808466,3.3163147,2.516307677281166e-87,1.646042667093475e-83
23,rplp1.L,19.787937,0.9940166,3.782053918081599e-87,1.9792244564104623e-83
23,ppia.L,19.693117,1.1881831,2.4701279055452815e-86,1.0772227796082973e-82
23,rps26.L,19.405972,1.2291958,6.870770035970568e-84,2.5682938394457985e-80
23,lcp1.L,19.382807,5.0897956,1.078025292103666e-83,3.525951224148066e-80
23,rps16.S,19.256046,1.1089973,1.2561010447695576e-82,3.65190443749336e-79
23,coro6.1.L,19.127895,4.8404927,1.4792648801218028e-81,3.870644485326709e-78
23,loc100493999.like.L,18.950193,5.793399,4.3996009191733784e-80,9.936515432893809e-77
23,rps27a.S,18.946169,0.9623899,4.749321727009228e-80,9.936515432893809e-77
23,rpl12.S,18.944132,1.1084653,4.936738539617041e-80,9.936515432893809e-77
23,Xelaev18000107m.g,18.858585,1.1459688,2.498127363412745e-79,4.669000042218421e-76
23,rps15a.S,18.778957,1.1047935,1.1226480843823823e-78,1.9583473183966276e-75
23,rbm6.S,18.684126,0.9676279,6.666160207082896e-78,1.0901671748658192e-74
23,rpl36a.L,18.607729,1.1305767,2.7816062086009943e-77,4.2813828267208e-74
23,rps8.L,18.573067,1.0128546,5.3083276621477414e-77,7.716538978208766e-74
23,rpl26.L,18.559286,0.99991345,6.8611351115292464e-77,9.448866385698646e-74
23,dstn.S,18.452898,4.6075335,4.942286491371914e-76,6.465993416661875e-73
23,loc100493057.S,18.391232,0.9804195,1.5443294116874467e-75,1.9242344469625587e-72
23,Xelaev18003966m.g,18.377598,0.87515837,1.9857154396760118e-75,2.3599282365853537e-72
23,rac2.S,18.375227,4.43893,2.074384676353403e-75,2.3599282365853537e-72
23,rps26.S,18.193588,1.020001,5.801511489166932e-74,6.3250979010642474e-71
23,Xelaev18037805m.g,18.094233,1.2942321,3.5383949006992316e-73,3.7034256388678434e-70
23,rps23.S,18.068796,1.0936867,5.612514665832729e-73,5.648348413314584e-70
23,rps11.S,18.020657,0.891137,1.3414330254291633e-72,1.2999976497547958e-69
23,rps13.L,17.966875,1.0719193,3.5411205159188517e-72,3.309177122126167e-69
23,rps27a.L,17.94278,0.8942919,5.465137310979283e-72,4.80889228448745e-69
23,lcp1.S,17.94229,4.471783,5.513520161072517e-72,4.80889228448745e-69
23,rps8.S,17.88791,0.8918131,1.464980455566577e-71,1.2365380193662922e-68
23,loc100493999.like.S,17.884052,5.498269,1.570005249308496e-71,1.283773667293941e-68
23,rpl14.L,17.863728,1.0675516,2.260239512407186e-71,1.7921644570195887e-68
23,rpl36.S,17.841074,1.147006,3.3911618161635544e-71,2.6097982376981046e-68
23,loc100493057.L,17.819536,0.98993874,4.9848546727753375e-71,3.726677353366842e-68
23,rpl27a.like.L,17.76553,1.0303441,1.3070271637836711e-70,9.400984275886997e-68
